timestamp,ear,status,closure_dur,perclos,pitch_deg,fps
2026-06-26 16:15:16,0.2664,drowsy,0.00,0.043,168.2,14.9
2026-06-26 16:15:16,0.2669,drowsy,0.00,0.043,168.4,14.9
2026-06-26 16:15:16,0.2664,drowsy,0.00,0.042,167.5,14.9
2026-06-26 16:15:16,0.2658,drowsy,0.00,0.042,169.6,14.9
2026-06-26 16:15:16,0.2669,drowsy,0.00,0.042,168.7,14.9
2026-06-26 16:15:16,0.2647,drowsy,0.00,0.042,168.2,14.9
2026-06-26 16:15:16,0.2628,drowsy,0.00,0.041,169.0,14.9
2026-06-26 16:15:16,0.2619,drowsy,0.00,0.041,169.2,14.9
2026-06-26 16:15:16,0.2611,drowsy,0.00,0.041,168.6,14.9
2026-06-26 16:15:16,0.2599,drowsy,0.00,0.041,168.0,14.9
2026-06-26 16:15:17,0.2572,drowsy,0.00,0.040,167.5,14.9
2026-06-26 16:15:17,0.2587,drowsy,0.00,0.040,167.7,14.9
2026-06-26 16:15:17,0.2591,drowsy,0.00,0.040,167.5,14.9
2026-06-26 16:15:17,0.2599,drowsy,0.00,0.040,167.2,14.9
2026-06-26 16:15:17,0.2590,drowsy,0.00,0.040,169.1,14.9
2026-06-26 16:15:17,0.2596,drowsy,0.00,0.039,170.3,14.9
2026-06-26 16:15:17,0.2600,drowsy,0.00,0.039,169.6,14.9
2026-06-26 16:15:17,0.2616,drowsy,0.00,0.039,171.0,14.9
2026-06-26 16:15:17,0.2658,drowsy,0.00,0.039,170.0,14.5
2026-06-26 16:15:17,0.2698,drowsy,0.00,0.038,171.8,14.5
2026-06-26 16:15:17,0.2705,drowsy,0.00,0.038,170.9,14.5
2026-06-26 16:15:17,0.2718,drowsy,0.00,0.038,172.0,14.5
2026-06-26 16:15:17,0.2742,drowsy,0.00,0.038,171.8,14.5
2026-06-26 16:15:17,0.2787,drowsy,0.00,0.038,171.1,14.5
2026-06-26 16:15:17,0.2808,drowsy,0.00,0.037,170.7,14.5
2026-06-26 16:15:18,0.2822,drowsy,0.00,0.037,171.1,14.5
2026-06-26 16:15:18,0.2821,drowsy,0.00,0.037,172.0,14.5
2026-06-26 16:15:18,0.2812,drowsy,0.00,0.037,171.5,14.5
2026-06-26 16:15:18,0.2813,drowsy,0.00,0.037,169.2,14.5
2026-06-26 16:15:18,0.2796,drowsy,0.00,0.036,170.0,14.5
2026-06-26 16:15:18,0.2792,drowsy,0.00,0.036,169.2,14.5
2026-06-26 16:15:18,0.2773,drowsy,0.00,0.036,169.6,14.5
2026-06-26 16:15:18,0.2760,drowsy,0.00,0.036,170.6,14.5
2026-06-26 16:15:18,0.2749,drowsy,0.00,0.036,169.7,14.5
2026-06-26 16:15:18,0.2726,drowsy,0.00,0.036,167.1,15.3
2026-06-26 16:15:18,0.2721,drowsy,0.00,0.035,168.2,15.3
2026-06-26 16:15:18,0.2699,drowsy,0.00,0.035,170.1,15.3
2026-06-26 16:15:18,0.2673,drowsy,0.00,0.035,170.9,15.3
2026-06-26 16:15:18,0.2673,drowsy,0.00,0.035,169.8,15.3
2026-06-26 16:15:19,0.2662,drowsy,0.00,0.035,170.4,15.3
2026-06-26 16:15:19,0.2654,drowsy,0.00,0.034,169.6,15.3
2026-06-26 16:15:19,0.2646,drowsy,0.00,0.034,167.9,15.3
2026-06-26 16:15:19,0.2660,drowsy,0.00,0.034,168.0,15.3
2026-06-26 16:15:19,0.2700,drowsy,0.00,0.034,167.4,15.3
2026-06-26 16:15:19,0.2726,drowsy,0.00,0.034,167.6,15.3
2026-06-26 16:15:19,0.2812,drowsy,0.00,0.034,174.3,15.3
2026-06-26 16:15:19,0.2929,drowsy,0.00,0.033,174.2,15.3
2026-06-26 16:15:19,0.3048,drowsy,0.00,0.033,177.5,15.3
2026-06-26 16:15:19,0.3165,drowsy,0.00,0.033,170.6,15.3
2026-06-26 16:15:19,0.3288,drowsy,0.00,0.033,170.9,14.7
2026-06-26 16:15:19,0.3374,drowsy,0.00,0.033,168.3,14.7
2026-06-26 16:15:19,0.3451,drowsy,0.00,0.033,167.8,14.7
2026-06-26 16:15:19,0.3476,drowsy,0.00,0.033,165.0,14.7
2026-06-26 16:15:19,0.3479,drowsy,0.00,0.032,164.5,14.7
2026-06-26 16:15:20,0.3444,drowsy,0.00,0.032,164.9,14.7
2026-06-26 16:15:20,0.3385,drowsy,0.00,0.032,171.1,14.7
2026-06-26 16:15:20,0.3303,drowsy,0.00,0.031,179.5,14.7
2026-06-26 16:15:20,0.3189,drowsy,0.00,0.031,179.3,14.7
2026-06-26 16:15:20,0.3088,drowsy,0.00,0.031,175.4,14.7
2026-06-26 16:15:20,0.2995,drowsy,0.00,0.031,-178.2,14.9
2026-06-26 16:15:20,0.2903,drowsy,0.00,0.031,177.3,14.9
2026-06-26 16:15:20,0.2895,drowsy,0.00,0.030,174.1,14.9
2026-06-26 16:15:20,0.2906,drowsy,0.00,0.030,173.4,14.9
2026-06-26 16:15:21,0.2912,drowsy,0.00,0.030,170.0,14.9
2026-06-26 16:15:21,0.2904,drowsy,0.00,0.030,170.1,14.9
2026-06-26 16:15:22,0.0000,no_face,0.00,0.000,0.0,15.1
2026-06-26 16:15:22,0.2913,drowsy,0.00,0.027,178.3,15.1
2026-06-26 16:15:22,0.2930,drowsy,0.00,0.027,169.1,15.1
2026-06-26 16:15:22,0.2931,drowsy,0.00,0.027,169.5,15.1
2026-06-26 16:15:22,0.2959,drowsy,0.00,0.027,171.2,15.1
2026-06-26 16:15:22,0.2983,drowsy,0.00,0.027,169.4,14.7
2026-06-26 16:15:22,0.3001,drowsy,0.00,0.027,168.6,14.7
2026-06-26 16:15:22,0.3048,drowsy,0.00,0.027,169.4,14.7
2026-06-26 16:15:23,0.3082,drowsy,0.00,0.027,170.3,14.7
2026-06-26 16:15:23,0.3116,drowsy,0.00,0.027,169.1,14.7
2026-06-26 16:15:23,0.3121,drowsy,0.00,0.027,167.8,14.7
2026-06-26 16:15:23,0.3151,drowsy,0.00,0.026,168.5,14.7
2026-06-26 16:15:23,0.3169,drowsy,0.00,0.026,168.7,14.7
2026-06-26 16:15:23,0.3212,drowsy,0.00,0.026,169.0,14.7
2026-06-26 16:15:23,0.3249,drowsy,0.00,0.026,168.7,14.7
2026-06-26 16:15:23,0.3235,drowsy,0.00,0.026,167.4,14.7
2026-06-26 16:15:23,0.3215,drowsy,0.00,0.026,169.0,14.7
2026-06-26 16:15:23,0.3204,drowsy,0.00,0.026,167.3,14.7
2026-06-26 16:15:23,0.3193,drowsy,0.00,0.026,167.4,14.7
2026-06-26 16:15:23,0.3185,drowsy,0.00,0.026,166.5,14.7
2026-06-26 16:15:23,0.3163,drowsy,0.00,0.026,166.1,15.0
2026-06-26 16:15:23,0.3151,drowsy,0.00,0.025,166.2,15.0
2026-06-26 16:15:23,0.3116,drowsy,0.00,0.025,165.7,15.0
2026-06-26 16:15:24,0.3074,drowsy,0.00,0.025,166.0,15.0
2026-06-26 16:15:24,0.3031,drowsy,0.00,0.025,169.6,15.0
2026-06-26 16:15:24,0.2962,drowsy,0.00,0.025,168.5,15.0
2026-06-26 16:15:24,0.2884,drowsy,0.00,0.025,167.2,15.0
2026-06-26 16:15:24,0.2804,drowsy,0.00,0.025,167.5,15.0
2026-06-26 16:15:24,0.2754,drowsy,0.00,0.025,166.8,15.0
2026-06-26 16:15:24,0.2713,drowsy,0.00,0.025,165.6,15.0
2026-06-26 16:15:24,0.2702,drowsy,0.00,0.025,171.0,15.0
2026-06-26 16:15:25,0.0000,no_face,0.00,0.000,0.0,15.0
2026-06-26 16:15:26,0.0000,no_face,0.00,0.000,0.0,15.0
2026-06-26 16:15:27,0.2494,drowsy,0.00,0.022,148.6,14.6
2026-06-26 16:15:27,0.2459,drowsy,0.00,0.043,178.4,14.6
2026-06-26 16:15:27,0.2787,drowsy,0.00,0.042,-173.1,14.6
2026-06-26 16:15:27,0.2933,drowsy,0.00,0.042,-178.9,14.6
2026-06-26 16:15:27,0.2923,drowsy,0.00,0.042,176.0,14.6
2026-06-26 16:15:27,0.3084,drowsy,0.00,0.042,-176.2,14.6
2026-06-26 16:15:27,0.3249,drowsy,0.00,0.042,-179.1,14.6
2026-06-26 16:15:27,0.3304,drowsy,0.00,0.042,-177.3,14.7
2026-06-26 16:15:28,0.3321,drowsy,0.00,0.042,178.1,14.7
2026-06-26 16:15:28,0.3360,drowsy,0.00,0.042,176.0,14.7
2026-06-26 16:15:28,0.3365,drowsy,0.00,0.041,174.2,14.7
2026-06-26 16:15:28,0.3266,drowsy,0.00,0.041,173.8,14.7
2026-06-26 16:15:28,0.3272,drowsy,0.00,0.041,174.1,14.7
2026-06-26 16:15:28,0.3331,drowsy,0.00,0.041,173.3,14.7
2026-06-26 16:15:28,0.3277,drowsy,0.00,0.041,171.7,14.7
2026-06-26 16:15:28,0.3169,drowsy,0.00,0.041,169.8,14.7
2026-06-26 16:15:28,0.3079,drowsy,0.00,0.041,168.4,14.7
2026-06-26 16:15:28,0.3065,drowsy,0.00,0.041,167.7,14.7
2026-06-26 16:15:28,0.3037,drowsy,0.00,0.040,165.2,14.7
2026-06-26 16:15:28,0.3035,drowsy,0.00,0.040,165.0,14.7
2026-06-26 16:15:28,0.3022,drowsy,0.00,0.040,163.2,14.7
2026-06-26 16:15:28,0.3005,drowsy,0.00,0.040,163.6,14.7
2026-06-26 16:15:28,0.3029,drowsy,0.00,0.040,163.6,14.9
2026-06-26 16:15:29,0.3021,drowsy,0.00,0.040,162.0,14.9
2026-06-26 16:15:29,0.3031,drowsy,0.00,0.040,161.6,14.9
2026-06-26 16:15:29,0.3083,drowsy,0.00,0.040,160.6,14.9
2026-06-26 16:15:29,0.3122,drowsy,0.00,0.040,159.7,14.9
2026-06-26 16:15:29,0.3146,drowsy,0.00,0.039,157.4,14.9
2026-06-26 16:15:29,0.3133,drowsy,0.00,0.039,155.3,14.9
2026-06-26 16:15:29,0.3166,drowsy,0.00,0.039,153.7,14.9
2026-06-26 16:15:29,0.3186,drowsy,0.00,0.039,153.4,14.9
2026-06-26 16:15:29,0.3187,drowsy,0.00,0.039,153.1,14.9
2026-06-26 16:15:29,0.3184,drowsy,0.00,0.039,154.2,14.9
2026-06-26 16:15:29,0.3223,drowsy,0.00,0.039,156.9,14.9
2026-06-26 16:15:29,0.3274,drowsy,0.00,0.039,159.9,14.9
2026-06-26 16:15:29,0.3323,drowsy,0.00,0.039,165.8,14.9
2026-06-26 16:15:29,0.3385,drowsy,0.00,0.038,171.7,14.9
2026-06-26 16:15:29,0.3491,drowsy,0.00,0.038,170.9,14.9
2026-06-26 16:15:30,0.3578,drowsy,0.00,0.038,173.7,14.9
2026-06-26 16:15:30,0.3692,drowsy,0.00,0.038,172.9,14.9
2026-06-26 16:15:30,0.3806,drowsy,0.00,0.038,171.7,14.9
2026-06-26 16:15:30,0.3879,drowsy,0.00,0.038,172.7,14.9
2026-06-26 16:15:30,0.3891,drowsy,0.00,0.038,173.1,14.9
2026-06-26 16:15:30,0.3930,drowsy,0.00,0.038,171.5,14.9
2026-06-26 16:15:30,0.3946,drowsy,0.00,0.038,171.2,14.9
2026-06-26 16:15:30,0.3924,drowsy,0.00,0.038,171.2,14.9
2026-06-26 16:15:30,0.3863,drowsy,0.00,0.037,171.0,14.9
2026-06-26 16:15:30,0.3809,drowsy,0.00,0.037,170.2,14.9
2026-06-26 16:15:30,0.3731,drowsy,0.00,0.037,170.4,14.9
2026-06-26 16:15:30,0.3659,drowsy,0.00,0.037,170.1,14.9
2026-06-26 16:15:30,0.3626,drowsy,0.00,0.037,170.0,14.9
2026-06-26 16:15:30,0.3626,drowsy,0.00,0.037,169.7,14.9
2026-06-26 16:15:30,0.3596,drowsy,0.00,0.037,169.5,14.9
2026-06-26 16:15:31,0.3573,drowsy,0.00,0.037,170.4,14.9
2026-06-26 16:15:31,0.3558,drowsy,0.00,0.037,169.9,14.9
2026-06-26 16:15:31,0.3535,drowsy,0.00,0.037,169.3,14.9
2026-06-26 16:15:31,0.3509,drowsy,0.00,0.036,168.9,14.9
2026-06-26 16:15:31,0.3484,drowsy,0.00,0.036,168.5,14.9
2026-06-26 16:15:31,0.3460,drowsy,0.00,0.036,168.3,14.9
2026-06-26 16:15:31,0.3426,drowsy,0.00,0.036,168.6,14.9
2026-06-26 16:15:31,0.3406,drowsy,0.00,0.036,168.8,14.9
2026-06-26 16:15:31,0.3386,drowsy,0.00,0.036,169.4,14.9
2026-06-26 16:15:31,0.3378,drowsy,0.00,0.036,169.5,14.9
2026-06-26 16:15:31,0.3290,drowsy,0.00,0.036,168.2,14.9
2026-06-26 16:15:31,0.3154,drowsy,0.00,0.036,164.9,14.9
2026-06-26 16:15:31,0.3018,drowsy,0.00,0.036,165.7,14.9
2026-06-26 16:15:31,0.2900,drowsy,0.00,0.036,165.7,14.9
2026-06-26 16:15:31,0.2781,drowsy,0.00,0.035,166.0,14.9
2026-06-26 16:15:32,0.2662,drowsy,0.00,0.035,167.0,14.9
2026-06-26 16:15:32,0.2529,drowsy,0.00,0.035,168.1,14.9
2026-06-26 16:15:32,0.2466,drowsy,0.00,0.054,174.5,14.9
2026-06-26 16:15:32,0.2529,drowsy,0.00,0.054,174.8,14.9
2026-06-26 16:15:32,0.2618,drowsy,0.00,0.054,174.8,14.9
2026-06-26 16:15:32,0.2724,drowsy,0.00,0.054,174.9,14.9
2026-06-26 16:15:32,0.2820,drowsy,0.00,0.054,174.1,14.8
2026-06-26 16:15:33,0.2890,drowsy,0.00,0.054,174.6,14.8
2026-06-26 16:15:33,0.2970,drowsy,0.00,0.053,174.1,14.8
2026-06-26 16:15:33,0.3044,drowsy,0.00,0.053,174.0,14.8
2026-06-26 16:15:33,0.3082,drowsy,0.00,0.053,173.5,14.8
2026-06-26 16:15:33,0.3078,drowsy,0.00,0.053,171.7,14.8
2026-06-26 16:15:33,0.3041,drowsy,0.00,0.053,170.9,14.8
2026-06-26 16:15:33,0.2966,drowsy,0.00,0.053,170.8,14.8
2026-06-26 16:15:33,0.2881,drowsy,0.00,0.053,171.7,14.8
2026-06-26 16:15:33,0.2784,drowsy,0.00,0.053,171.9,14.8
2026-06-26 16:15:33,0.2688,drowsy,0.00,0.052,172.6,14.8
2026-06-26 16:15:33,0.2583,drowsy,0.00,0.052,172.3,14.8
2026-06-26 16:15:33,0.2479,drowsy,0.00,0.052,172.0,14.8
2026-06-26 16:15:34,0.2448,drowsy,0.00,0.080,174.1,15.0
2026-06-26 16:15:34,0.2563,drowsy,0.00,0.080,174.3,15.0
2026-06-26 16:15:34,0.2683,drowsy,0.00,0.080,173.9,15.0
2026-06-26 16:15:34,0.2812,drowsy,0.00,0.080,174.4,15.0
2026-06-26 16:15:35,0.2922,drowsy,0.00,0.080,174.2,14.9
2026-06-26 16:15:35,0.3034,drowsy,0.00,0.079,174.6,14.9
2026-06-26 16:15:35,0.3159,drowsy,0.00,0.079,174.5,14.9
2026-06-26 16:15:35,0.3276,drowsy,0.00,0.079,174.8,14.9
2026-06-26 16:15:35,0.3347,drowsy,0.00,0.079,175.1,14.9
2026-06-26 16:15:35,0.3373,drowsy,0.00,0.079,175.1,14.9
2026-06-26 16:15:35,0.3388,drowsy,0.00,0.078,175.4,14.9
2026-06-26 16:15:35,0.3402,drowsy,0.00,0.078,175.0,14.9
2026-06-26 16:15:35,0.3347,drowsy,0.00,0.078,173.7,14.9
2026-06-26 16:15:35,0.3235,drowsy,0.00,0.078,171.8,14.9
2026-06-26 16:15:35,0.3127,drowsy,0.00,0.078,171.1,14.9
2026-06-26 16:15:35,0.3001,drowsy,0.00,0.078,171.6,14.9
2026-06-26 16:15:35,0.2872,drowsy,0.00,0.077,172.3,14.9
2026-06-26 16:15:35,0.2737,drowsy,0.00,0.077,172.4,14.9
2026-06-26 16:15:35,0.2603,drowsy,0.00,0.077,172.4,14.9
2026-06-26 16:15:36,0.2466,drowsy,0.00,0.077,172.4,14.9
2026-06-26 16:15:37,0.2345,active,0.40,0.106,172.9,14.9
2026-06-26 16:15:37,0.2449,drowsy,0.00,0.108,173.7,14.9
2026-06-26 16:15:37,0.2532,drowsy,0.00,0.108,174.2,14.9
2026-06-26 16:15:37,0.2610,drowsy,0.00,0.108,173.9,14.9
2026-06-26 16:15:37,0.2695,drowsy,0.00,0.107,174.5,14.9
2026-06-26 16:15:37,0.2785,drowsy,0.00,0.107,174.5,14.9
2026-06-26 16:15:37,0.2879,drowsy,0.00,0.107,174.4,14.9
2026-06-26 16:15:37,0.2950,drowsy,0.00,0.107,173.8,14.9
2026-06-26 16:15:37,0.3009,drowsy,0.00,0.106,174.2,14.9
2026-06-26 16:15:37,0.3067,drowsy,0.00,0.106,174.9,14.9
2026-06-26 16:15:37,0.3125,drowsy,0.00,0.106,174.7,14.9
2026-06-26 16:15:37,0.3157,drowsy,0.00,0.106,174.7,14.9
2026-06-26 16:15:37,0.3177,drowsy,0.00,0.106,175.3,14.9
2026-06-26 16:15:37,0.3204,drowsy,0.00,0.105,176.7,14.9
2026-06-26 16:15:38,0.3246,drowsy,0.00,0.105,178.9,14.9
2026-06-26 16:15:38,0.3241,drowsy,0.00,0.105,179.7,14.9
2026-06-26 16:15:38,0.3276,drowsy,0.00,0.105,-179.0,14.9
2026-06-26 16:15:38,0.3413,drowsy,0.00,0.105,-175.8,14.9
2026-06-26 16:15:38,0.3476,drowsy,0.00,0.104,-174.7,14.9
2026-06-26 16:15:38,0.3512,drowsy,0.00,0.104,-164.9,14.9
2026-06-26 16:15:38,0.3537,drowsy,0.00,0.104,175.4,14.9
2026-06-26 16:15:38,0.3608,drowsy,0.00,0.104,-172.4,14.9
2026-06-26 16:15:38,0.3648,drowsy,0.00,0.103,-171.6,14.9
2026-06-26 16:15:38,0.3703,drowsy,0.00,0.103,-172.0,14.9
2026-06-26 16:15:38,0.3813,drowsy,0.00,0.103,-170.4,14.9
2026-06-26 16:15:38,0.3876,drowsy,0.00,0.103,-172.3,14.9
2026-06-26 16:15:39,0.0000,no_face,0.00,0.000,0.0,15.1
2026-06-26 16:15:40,0.2348,active,0.00,0.108,-177.3,14.8
2026-06-26 16:15:41,0.3327,active,0.00,0.105,173.7,14.8
2026-06-26 16:15:42,0.3139,active,0.00,0.103,176.4,14.6
2026-06-26 16:15:43,0.2895,drowsy,0.00,0.102,174.2,14.9
2026-06-26 16:15:43,0.2857,drowsy,0.00,0.101,173.7,14.9
2026-06-26 16:15:43,0.2853,drowsy,0.00,0.101,171.9,14.9
2026-06-26 16:15:43,0.2866,drowsy,0.00,0.101,173.1,14.9
2026-06-26 16:15:43,0.2899,drowsy,0.00,0.101,173.0,14.9
2026-06-26 16:15:43,0.2976,drowsy,0.00,0.101,173.5,14.9
2026-06-26 16:15:43,0.3062,drowsy,0.00,0.101,173.4,14.9
2026-06-26 16:15:43,0.3152,drowsy,0.00,0.100,173.1,14.9
2026-06-26 16:15:43,0.3251,drowsy,0.00,0.100,173.3,14.9
2026-06-26 16:15:43,0.3326,drowsy,0.00,0.100,172.9,14.9
2026-06-26 16:15:43,0.3389,drowsy,0.00,0.100,173.2,14.9
2026-06-26 16:15:43,0.3452,drowsy,0.00,0.100,173.3,14.9
2026-06-26 16:15:43,0.3482,drowsy,0.00,0.099,172.9,14.9
2026-06-26 16:15:44,0.3488,drowsy,0.00,0.099,172.6,14.9
2026-06-26 16:15:44,0.3494,drowsy,0.00,0.099,172.8,14.9
2026-06-26 16:15:44,0.3497,drowsy,0.00,0.099,172.3,14.9
2026-06-26 16:15:44,0.3502,drowsy,0.00,0.099,172.2,14.9
2026-06-26 16:15:44,0.3490,drowsy,0.00,0.099,169.7,14.9
2026-06-26 16:15:44,0.3490,drowsy,0.00,0.098,169.1,14.9
2026-06-26 16:15:44,0.3534,drowsy,0.00,0.098,167.1,14.9
2026-06-26 16:15:44,0.3515,drowsy,0.00,0.098,159.8,14.9
2026-06-26 16:15:44,0.3495,drowsy,0.00,0.098,158.4,14.9
2026-06-26 16:15:44,0.3476,drowsy,0.00,0.098,157.4,14.9
2026-06-26 16:15:44,0.3424,drowsy,0.00,0.098,156.7,14.9
2026-06-26 16:15:44,0.3371,drowsy,0.00,0.097,156.4,14.9
2026-06-26 16:15:44,0.3327,drowsy,0.00,0.097,156.3,14.9
2026-06-26 16:15:44,0.3286,drowsy,0.00,0.097,157.4,14.9
2026-06-26 16:15:44,0.3240,drowsy,0.00,0.097,157.7,14.9
2026-06-26 16:15:45,0.3159,drowsy,0.00,0.097,159.6,14.9
2026-06-26 16:15:45,0.3073,drowsy,0.00,0.097,163.9,14.9
2026-06-26 16:15:45,0.3011,drowsy,0.00,0.096,161.3,14.8
2026-06-26 16:15:45,0.3012,drowsy,0.00,0.096,163.7,14.8
2026-06-26 16:15:45,0.3029,drowsy,0.00,0.096,164.3,14.8
2026-06-26 16:15:45,0.3037,drowsy,0.00,0.096,166.7,14.8
2026-06-26 16:15:45,0.3022,drowsy,0.00,0.096,166.9,14.8
2026-06-26 16:15:45,0.3004,drowsy,0.00,0.096,167.6,14.8
2026-06-26 16:15:45,0.2977,drowsy,0.00,0.095,171.0,14.8
2026-06-26 16:15:45,0.2955,drowsy,0.00,0.095,166.6,14.8
2026-06-26 16:15:45,0.3077,drowsy,0.00,0.095,174.0,14.8
2026-06-26 16:15:45,0.3138,drowsy,0.00,0.095,166.6,14.8
2026-06-26 16:15:45,0.3199,drowsy,0.00,0.095,170.1,14.8
2026-06-26 16:15:45,0.3240,drowsy,0.00,0.095,171.4,14.8
2026-06-26 16:15:45,0.3323,drowsy,0.00,0.095,168.0,14.8
2026-06-26 16:15:46,0.3383,drowsy,0.00,0.094,168.6,14.8
2026-06-26 16:15:46,0.3402,drowsy,0.00,0.094,168.2,14.8
2026-06-26 16:15:46,0.3472,drowsy,0.00,0.094,169.9,14.9
2026-06-26 16:15:46,0.3533,drowsy,0.00,0.094,172.0,14.9
2026-06-26 16:15:46,0.3506,drowsy,0.00,0.094,172.2,14.9
2026-06-26 16:15:46,0.3506,drowsy,0.00,0.094,173.6,14.9
2026-06-26 16:15:46,0.3442,drowsy,0.00,0.093,175.6,14.9
2026-06-26 16:15:46,0.3418,drowsy,0.00,0.093,176.2,14.9
2026-06-26 16:15:46,0.3329,drowsy,0.00,0.093,176.5,14.9
2026-06-26 16:15:46,0.3291,drowsy,0.00,0.093,175.7,14.9
2026-06-26 16:15:46,0.3292,drowsy,0.00,0.093,177.2,14.9
2026-06-26 16:15:46,0.3246,drowsy,0.00,0.093,177.6,14.9
2026-06-26 16:15:46,0.3206,drowsy,0.00,0.093,177.2,14.9
2026-06-26 16:15:46,0.3161,drowsy,0.00,0.092,176.9,14.9
2026-06-26 16:15:46,0.3154,drowsy,0.00,0.092,176.3,14.9
2026-06-26 16:15:47,0.3169,drowsy,0.00,0.092,176.1,14.9
2026-06-26 16:15:47,0.3180,drowsy,0.00,0.092,174.9,14.9
2026-06-26 16:15:47,0.3223,drowsy,0.00,0.092,174.7,14.9
2026-06-26 16:15:47,0.3210,drowsy,0.00,0.092,173.5,14.9
2026-06-26 16:15:47,0.3149,drowsy,0.00,0.091,171.8,14.9
2026-06-26 16:15:47,0.3086,drowsy,0.00,0.091,171.5,14.9
2026-06-26 16:15:47,0.3004,drowsy,0.00,0.091,170.9,14.9
2026-06-26 16:15:47,0.2933,drowsy,0.00,0.091,171.4,14.9
2026-06-26 16:15:47,0.2821,drowsy,0.00,0.091,172.1,14.9
2026-06-26 16:15:47,0.2694,drowsy,0.00,0.091,172.7,14.9
2026-06-26 16:15:47,0.2565,drowsy,0.00,0.091,172.7,14.9
2026-06-26 16:15:48,0.2477,drowsy,0.00,0.103,175.7,14.9
2026-06-26 16:15:48,0.2574,drowsy,0.00,0.103,176.4,14.9
2026-06-26 16:15:48,0.2670,drowsy,0.00,0.103,176.9,14.9
2026-06-26 16:15:48,0.2769,drowsy,0.00,0.103,176.9,14.9
2026-06-26 16:15:48,0.2859,drowsy,0.00,0.103,177.2,14.9
2026-06-26 16:15:48,0.2948,drowsy,0.00,0.102,177.2,14.9
2026-06-26 16:15:48,0.3000,drowsy,0.00,0.102,177.4,14.9
2026-06-26 16:15:48,0.3044,drowsy,0.00,0.102,177.4,14.9
2026-06-26 16:15:48,0.3081,drowsy,0.00,0.102,177.2,14.9
2026-06-26 16:15:48,0.3111,drowsy,0.00,0.102,177.0,14.9
2026-06-26 16:15:49,0.3110,drowsy,0.00,0.102,176.7,14.9
2026-06-26 16:15:49,0.3065,drowsy,0.00,0.102,176.3,14.9
2026-06-26 16:15:49,0.2986,drowsy,0.00,0.101,175.5,14.9
2026-06-26 16:15:49,0.2898,drowsy,0.00,0.101,174.8,14.9
2026-06-26 16:15:49,0.2797,drowsy,0.00,0.101,174.3,14.9
2026-06-26 16:15:49,0.2694,drowsy,0.00,0.101,173.6,14.9
2026-06-26 16:15:49,0.2580,drowsy,0.00,0.101,173.8,14.9
2026-06-26 16:15:49,0.2457,drowsy,0.00,0.101,173.6,14.9
2026-06-26 16:15:50,0.2534,drowsy,0.00,0.113,176.8,14.9
2026-06-26 16:15:50,0.2650,drowsy,0.00,0.112,176.2,14.9
2026-06-26 16:15:50,0.2761,drowsy,0.00,0.112,176.1,14.9
2026-06-26 16:15:50,0.2865,drowsy,0.00,0.112,176.2,14.9
2026-06-26 16:15:50,0.2969,drowsy,0.00,0.112,176.6,14.9
2026-06-26 16:15:50,0.3042,drowsy,0.00,0.112,176.4,14.9
2026-06-26 16:15:50,0.3104,drowsy,0.00,0.112,176.5,14.9
2026-06-26 16:15:50,0.3116,drowsy,0.00,0.111,176.6,14.9
2026-06-26 16:15:50,0.3051,drowsy,0.00,0.111,174.7,14.9
